name,lat,long,address,rating,num_review
Audi & Vw Auto Specialists,32.714621,-117.152719," 1301, E Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Absolute Perfection Auto Services,32.728488,-117.1642079," 2210, 1st Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Absolute Perfection,32.73037795,-117.1691608," 2451, State Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Orient Motors,32.69879083,-117.147021," 1212, Cesar E Chavez Parkway, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Junior Auto Body,32.705639,-117.1377069," 2616, Commercial Street, North Park, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Caliber Collision,32.732317,-117.1743349," 1411, West Palm Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
A & A Truck & Auto Electric,32.695669,-117.1292139," 3005, National Avenue, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Cool Radiator Shop,32.696241,-117.1218139," 3362, National Avenue, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Guy Matthews Auto Repair,32.750645,-117.1725939," 1011, Fort Stockton Drive, Hillcrest, San Diego, San Diego County, California, 92103, United States of America",-1,-1
Auto Body Experts,32.754933,-117.1321149," 2867, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
El Camino Auto Body & Paint,32.689161,-117.1122719," 3814, Acacia Street, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Tito Body Shop,32.74951,-117.1160109," 3581, University Avenue, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Perfection Auto Body,32.74896037,-117.1994878," 4370, Pacific Highway, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Fix Auto Mission Valley,32.76509,-117.157515," 750, Camino del Rio North, Mission Valley, San Diego, San Diego County, California, 92108, United States of America",-1,-1
Lee's Auto Repair,32.749467,-117.1108869," 3845, University Avenue, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Gory's Auto Repair,32.74925,-117.1109939," 3884, 39th Street, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Service King Collision Repair Mission Valley,32.765567,-117.1489319," 1441, Camino del Rio South, Mission Valley, San Diego, San Diego County, California, 92108, United States of America",-1,-1
North Park Auto Sales,32.755138,-117.115621," 3601, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Body Shop Express LLC,32.75341367,-117.2043168," 3777, Gaines Street, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Duarte Miguel,32.739493,-117.0936279," 3206, 47th Street, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Jr San Diego Smog Repair Center,32.755339,-117.2073639," 3375, Hancock Street, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
A & A Truck & Auto Electric,32.72105242,-117.2282772," 2724, Shelter Island Drive, Old Town, San Diego, San Diego County, California, 92106, United States of America",-1,-1
ABC Towing,32.766718,-117.1927099," 5530, Riley Street, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
T K Autoworks,32.774109,-117.1743029," 6625, Linda Vista Road, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
University Transmission,32.749692,-117.0887609," 4918, University Avenue, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Qualtech Auto Collision & Repair Inc,32.709926,-117.0783209," 5455, Market Street, San Diego, San Diego County, California, 92114, United States of America",-1,-1
Auto Doc,32.702115,-117.0764539," 5530, San Mateo Drive, San Diego, San Diego County, California, 92114, United States of America",-1,-1
The Bug House,32.70976,-117.0712169," 5855, Market Street, San Diego, San Diego County, California, 92114, United States of America",-1,-1
Rosecrans Motors,32.7626718,-117.1978995," Morena Boulevard, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Intense Auto Body & Paint,32.78158411,-117.1011479," 5810, Mission Gorge Road, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Qualtech Auto Collision,32.78109,-117.0947279," 4660, Alvarado Canyon Road, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Caliber Collision,32.787321,-117.1010789," 4307, Vandever Avenue, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Exalt Customs Exalt Motorsports,32.807303,-117.1804809," 3580, Accomac Avenue, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Sunset Collison & Bumper Repair,32.767055,-117.0581269," 6540, El Cajon Boulevard, San Diego, San Diego County, California, 92115, United States of America",-1,-1
David's Auto Body,32.7554731,-117.0497753," 6802, University Avenue, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Guy Hill Cadillac,32.800686,-117.2127269," 4275, Mission Bay Drive, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Carrillo & Sons Collision Ctr,32.800197,-117.0924799," 4680, Old Cliffs Road, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Kearny Mesa A & H Specialist,32.819557,-117.1539219," 7835, Armour Street, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
24/7 Towing,32.81975,-117.1778939," 5851, Balboa Avenue, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Bumper Authority,32.8218009,-117.1600757," Balboa Avenue, Mission Valley, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Bekaert Specialty Films,32.824461,-117.1257409," 4540, Viewridge Avenue, San Diego, San Diego County, California, 92123, United States of America",-1,-1
Automotive Connoisseur Group,32.828625,-117.1614369," 7171, Ronson Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Underground Autowerks Inc,32.830469,-117.1480329," 4891, Mercury Street, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Kearny Mesa Auto Center,32.832135,-117.1437129," 5370, Kearny Mesa Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Sunroad Collision Center,32.831694,-117.1616119," 7303, Clairemont Mesa Boulevard, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Roger's Auto Body & Painting,32.802833,-117.2532069," 4837, Cass Street, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Rancho Jeep Kia,32.833575,-117.1471669," 8118, Clairemont Mesa Boulevard, San Diego, San Diego County, California, 92111, United States of America",-1,-1
A & J Windshield Repair,32.796791,-117.0150429," 6397, Lake Arago Avenue, San Diego, San Diego County, California, 92119, United States of America",-1,-1
AAMCO Transmissions & Total Car Care,32.8780391,-117.170615," Evans Tire Store 65, 6696, Miramar Road, San Diego, San Diego County, California, 92121, United States of America",-1,-1
World Auto Body,32.8797,-117.1696179," 8449, Miracrest Place, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Network Car Inc,32.87595462,-117.2099427," 4510, Executive Drive, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Alpha Auto Body & Paint,32.883425,-117.1578849," 7633, Carroll Road, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Radiators Azteca,32.57802256,-116.9968306," 975, Heritage Road, San Diego, San Diego County, California, 92154, United States of America",-1,-1
Hertz Kevin,32.902266,-117.2083409," 10180, Telesis Court, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Stone Auto Glass,32.570107,-116.9968569," Heritage Road, San Ysidro, San Diego, San Diego County, California, 92173, United States of America",-1,-1
Oscar's Services,32.56973762,-116.9967628," 1590, Heritage Road, San Ysidro, San Diego, San Diego County, California, 92154, United States of America",-1,-1
West Coast Acquisitions,32.910874,-117.2293519," 11455, Sorrento Valley Road, Del Mar, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Bumper Rescue,32.958916,-117.1181349," 9559, Bayamon Road, San Diego, San Diego County, California, 92129, United States of America",-1,-1
Towing,32.7714629,-117.1790702," Linda Vista Road, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Eurotek Auto Collision,32.716333,-117.1525789," 1025, 13th Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Pacific Coast Auto Body,32.716333,-117.1525789," 1025, 13th Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Benequote,32.71679493,-117.1678362," 550, West C Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Mobile Dent & Bumper Solutions,32.71532014,-117.1441156," 956, 22nd Street, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
Millar James,32.728488,-117.1642079," 2210, 1st Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
1st Avenue European,32.728488,-117.1642079," 2210, 1st Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
American Auto Body & Mechanic Service,32.70531297,-117.1434978," 2250, Commercial Street, North Park, San Diego, San Diego County, California, 92113, United States of America",-1,-1
J&A Auto Body and Paint,32.756167,-117.0893999," 4875, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Southern California Auto Sales,32.779312,-117.1182089," 3550, Camino del Rio North, North Park, San Diego, San Diego County, California, 92108, United States of America",-1,-1
Dent Geek Pdr Mobile,32.74827957,-117.0827135," 5240, Rex Avenue, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
D & N Auto Sales,32.747618,-117.0752709," 5595, University Avenue, San Diego, San Diego County, California, 92105, United States of America",-1,-1
The Auto Doc,32.748489,-117.0757969," 5570, University Avenue, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Auto Rehab,32.714728,-117.2479739," 540, Catalina Boulevard, San Diego, San Diego County, California, 92106, United States of America",-1,-1
The Fine Car Store,32.726278,-117.2467049," 1105, Moana Drive, San Diego, San Diego County, California, 92107, United States of America",-1,-1
Ocean Beach Auto Body,32.750702,-117.2439289," 4856, Voltaire Street, Old Town, San Diego, San Diego County, California, 92107, United States of America",-1,-1
Romans Truck Auto Body & Paint,32.71076008,-117.0600414," 6420, Akins Avenue, San Diego, San Diego County, California, 92114, United States of America",-1,-1
Empire Auto Team,32.751362,-117.2459759," 4953, Voltaire Street, Old Town, San Diego, San Diego County, California, 92107, United States of America",-1,-1
Mission Valley One Day Bumper Repair,32.781984,-117.0992559," 5909, Mission Gorge Road, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Service King Collision Repair Mission Valley East,32.78109,-117.0947279," 4660, Alvarado Canyon Road, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Exclusiv Auto,32.78416557,-117.097729," 6037, Mission Gorge Road, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
L & L Auto Body,32.752439,-117.0638739," 4185, College Avenue, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Pure Auto Sales,32.789083,-117.0987459," 4428, Glacier Avenue, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Dominguez Mercedes,32.68587136,-117.0472971," 6826, Doriana Street, San Diego, San Diego County, California, 92139, United States of America",-1,-1
Sunset Auto Body & Painting,32.767055,-117.0581269," 6540, El Cajon Boulevard, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Five Star Autos,32.76771648,-117.055788," 6610, El Cajon Boulevard, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Automotive Reconditioning Franchise,32.835655,-117.1523969," Convoy Street, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Kearny Mesa Fiat,32.835655,-117.1523969," Convoy Street, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Pacific Beach Ford,32.803771,-117.2182559," 4570, Mission Bay Drive, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
House of Color,32.81703969,-117.1560225," 7789, Othello Avenue, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
San Diego Volvo-Carland Collision,32.820494,-117.1496609," 8080, Armour Street, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
S D Aston Martin,32.82215,-117.1543569," 7820, Balboa Avenue, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Zen Dents,32.793378,-117.2481969," 1116, Oliver Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Dent Devils,32.796489,-117.2453209," 1311, Grand Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Bourche's Auto Sale,32.790327,-117.0592929," 6370, Rancho Park Drive, San Diego, San Diego County, California, 92120, United States of America",-1,-1
One Day Paint & Body Centers,32.826226,-117.1638389," 4676, Cardin Street, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Sbrand Inc,32.827447,-117.1584889," 4706, Ruffner Street, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Sunroad Auto,32.826976,-117.1478619," 8265, Vickers Street, San Diego, San Diego County, California, 92111, United States of America",-1,-1
S & S Paint & Body,32.82913452,-117.1518159," 7894, Ronson Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Acura Specialist,32.82999952,-117.1585918," 4855, Ruffner Street, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Malibu Body & Paint,32.830443,-117.1494259," 8057, Raytheon Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
San Diego Collision Repair,32.831806,-117.1434889," 5350, Kearny Mesa Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Mobile Painting,32.837668,-117.1792979," 5162, Aberdeen Street, San Diego, San Diego County, California, 92117, United States of America",-1,-1
First Choice,32.839145,-117.2016119," 5185, Galt Way, University City, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Wright Racing,32.843891,-117.2049699," 5635, Lodi Street, University City, San Diego, San Diego County, California, 92117, United States of America",-1,-1
El Paso Auto Sales,32.581539,-117.0731639," 2830, Donax Avenue, Palm City, South San Diego, San Diego, San Diego County, California, 92154, United States of America",-1,-1
Emgl Inc,32.8770958,-117.1827328," Miramar Road, San Diego, San Diego County, California, 92126, United States of America",-1,-1
Leo's Auto Body Shop,32.878398,-117.1719579," 6620, Miramar Road, San Diego, San Diego County, California, 92121, United States of America",-1,-1
European Auto Connection,32.879252,-117.1674239," 6904, Miramar Road, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Cosmo Automotive Group Inc.,32.879256,-117.1663379," Fly and pay me later, 6920, Miramar Road, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Allstate Collison Repair,32.889474,-117.1477589," 9219, Mira Este Court, San Diego, San Diego County, California, 92126, United States of America",-1,-1
City Collision Center Inc,32.889474,-117.1477589," 9219, Mira Este Court, San Diego, San Diego County, California, 92126, United States of America",-1,-1
The Right Buy Auto Sales,32.894162,-117.1478309," 7955, Arjons Drive, San Diego, San Diego County, California, 92126, United States of America",-1,-1
Luxury Auto Body of Miramar,32.894328,-117.1343989," 9450, Camino Ruiz, San Diego, San Diego County, California, 92126, United States of America",-1,-1
Wingcast,32.895533,-117.2136619," 10251, Vista Sorrento Parkway, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Auto Fusion Inc,32.897978,-117.1227869," 9625, Black Mountain Road, San Diego, San Diego County, California, 92126, United States of America",-1,-1
Abre Auto Parkway,32.576386,-116.99686," 1155, Heritage Road, San Diego, San Diego County, California, 92154, United States of America",-1,-1
Sd Gt Auto Sales,32.57069952,-116.9967454," 1460, Heritage Road, San Ysidro, San Diego, San Diego County, California, 92154, United States of America",-1,-1
Oceans of Cars,32.56939796,-116.9969634," 1550, Heritage Road, San Ysidro, San Diego, San Diego County, California, 92154, United States of America",-1,-1
F Yn Auto Wholesaler,32.56908938,-116.9969696," 1564, Heritage Road, San Ysidro, San Diego, San Diego County, California, 92154, United States of America",-1,-1
Symbolic International Inc.,32.910484,-117.2289799," 11425, Sorrento Valley Road, Del Mar, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Select Truck Parts,32.57674896,-116.9622031," 1155, La Media Road, San Diego, San Diego County, California, 92173, United States of America",-1,-1
MB Luxor Auto,32.56587575,-116.9632279," 8365, Saint Andrew's Avenue, San Diego, San Diego County, California, 92154, United States of America",-1,-1
Dent & Scratch Pro,32.935173,-117.0759299," 11920, Mil Pitrero Road, San Diego, San Diego County, California, 92128, United States of America",-1,-1
Ding Doctor,32.94554308,-117.0951668," 10987, Creekbridge Place, San Diego, San Diego County, California, 92128, United States of America",-1,-1
Auto Body Excellence,32.945368,-117.0847769," 11385, Poway Road, San Diego, San Diego County, California, 92128, United States of America",-1,-1
Southwest Autoworks,32.889138,-117.1632319," 7360, Trade Street, San Diego, San Diego County, California, 92121, United States of America",-1,-1
Radiator Express,32.71562701,-117.1581562," 707, Broadway, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Cheapest Auto Repair,32.71522,-117.1553099," 943, 10th Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Jiffy Lube,32.7176491,-117.1552906," Del Taco, 1005, B Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
7 Days Auto Repair,32.71514322,-117.1538791," 940, Park Boulevard, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
7 Days Auto Repair,32.711785,-117.1571829," 615, 8th Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Saab & Volvo Independent,32.714621,-117.152719," 1301, E Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Low Price Auto Repair,32.719115,-117.1585749," 646, A Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Auto Care Service Center,32.718652,-117.1553339," 1011, A Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Auto Repair & Service,32.71849215,-117.1546236," 1267, 11th Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Green Towing,32.71143621,-117.1551665," 1041, Market Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Foreign & Domestic Auto Repairs,32.720434,-117.1586769," 1430, 7th Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Advanced Auto Repair,32.708456,-117.159096," 301, 6th Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Coast Auto Service,32.721728,-117.1635619," 1569, 1st Avenue, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
San Diego Friction Products,32.710072,-117.1491649," 455, 16th Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Foreign & Domestic Auto Repairs,32.70785915,-117.1587342," 207, 5th Avenue, Hillcrest, San Diego, San Diego County, California, 92103, United States of America",-1,-1
Auto Repair & Service,32.724326,-117.1608509," 410, Elm Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Universal Radiator & Automotive Inc,32.7061,-117.1455769," 2005, Imperial Avenue, Hillcrest, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Auto Repair & Service,32.723426,-117.1707319," 1747, Pacific Highway, Hillcrest, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Cheapest Auto Repair,32.72693,-117.1684679," 642, West Hawthorn Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Ernie's Transmissions,32.70619547,-117.1433697," 2269, Imperial Avenue, North Park, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Mikes Auto Detail Mobile,32.70335595,-117.1413012," 1941, Irving Avenue, North Park, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Chief Auto Glass,32.728945,-117.1719419," 2400, Kettner Boulevard, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",-1,-1
Brake & Lamp Stat,32.70645415,-117.1350698," 2730, Imperial Avenue, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
Firestone Complete Auto Care,32.69798553,-117.1713878," 116, C Avenue, Coronado, San Diego County, California, 92118, United States of America",-1,-1
Ernie's Automtc Trans & Repair,32.69801065,-117.1410849," 2134, National Avenue, San Diego, San Diego County, California, 92113, United States of America",-1,-1
A & J Auto Repair,32.70543951,-117.1314646," 2920, Commercial Street, North Park, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Jps Auto Electric,32.70630917,-117.1304999," 2963, Imperial Avenue, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
Ace Mobile Mechanic,32.696798,-117.1388489," 2260, National Avenue, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Eric's Transmissions,32.695514,-117.138845," 1025, Sicard Street, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Low Price Auto Repair,32.713398,-117.125378," 740, 32nd Street, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
Light House Auto Repair,32.699426,-117.1259179," 3164, Martin Avenue, North Park, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Auto Alignment Pluz,32.747731,-117.1589399," 650, Robinson Avenue, Hillcrest, San Diego, San Diego County, California, 92103, United States of America",-1,-1
Centric Transmissions,32.693143,-117.1300709," 2970, Main Street, San Diego, San Diego County, California, 92136, United States of America",-1,-1
GEDS MOBILE SERVICES,32.74754,-117.1567979," 3833, 8th Avenue, Hillcrest, San Diego, San Diego County, California, 92103, United States of America",-1,-1
DRAGONFLY AUTOMOTIVE,32.743883,-117.1908769," 4055, Pacific Highway, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
R & M Auto Electric,32.695833,-117.1143479," 3711, National Avenue, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Fathom Change,32.75359441,-117.136246," 4179, Hamilton Street, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Golden State Gasoline,32.755624,-117.1385899," 2404, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Auto Repair & Service,32.74966225,-117.1928367," Fairfield Inn & Suites San Diego Old Town, 3900, Old Town Avenue, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Eddies Test Only,32.68626888,-117.1163253," 3636, Main Street, San Diego, San Diego County, California, 92113, United States of America",-1,-1
MC Auto Electric,32.6864998,-117.1149659," 3683, Dalbergia Street, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Excel Smog,32.749305,-117.1211169," 3914, Wabash Avenue, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Mmoreno Brake & Tire,32.74938441,-117.1204677," 3401, University Avenue, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
24/7 Emergency Towing,32.76071486,-117.1463525," 4590, Park Boulevard, Hillcrest, San Diego, San Diego County, California, 92116, United States of America",-1,-1
Cars Quit Auto Repair Service,32.75446732,-117.1265525," 4234, Iowa Street, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Sergios Auto Electric Inc,32.684757,-117.1136509," 3746, Main Street, San Diego, San Diego County, California, 92136, United States of America",-1,-1
Auto Repair & Service,32.76338492,-117.1594017," 641, Camino del Rio South, Mission Valley, San Diego, San Diego County, California, 92108, United States of America",-1,-1
Pacific Tranmissions,32.74865735,-117.1169213," 3880, Wilson Avenue, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Honest Auto Repair,32.724756,-117.1007669," 4352, Elm Street, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Auto Repair & Service,32.753926,-117.1933231," 2470, Heritage Park Row, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Auto Repair & Service,32.75908593,-117.1832362," 1865, Hotel Circle South, Old Town, San Diego, San Diego County, California, 92108, United States of America",-1,-1
Linh Auto Mobile Service,32.74143602,-117.1069063," 3423, 41st Street, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Ori Svc Corp,32.74761413,-117.1979879," 4297, Pacific Highway, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
J L Auto Care,32.68377364,-117.1092021," 3923, Marine View Avenue, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Crank It Auto Electric,32.700802,-117.0976619," 4506, Ocean View Boulevard, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Ocean View Service Center,32.700802,-117.0976619," 4506, Ocean View Boulevard, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Auto Repair Tomasa,32.755556,-117.1187099," 3460, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Tk Import Auto Repair,32.755556,-117.1187099," 3460, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Service King,32.765567,-117.1489319," 1441, Camino del Rio South, Mission Valley, San Diego, San Diego County, California, 92108, United States of America",-1,-1
Hotoni Inc,32.722151,-117.0932259," 1645, 47th Street, North Park, San Diego, San Diego County, California, 92102, United States of America",-1,-1
T Smog,32.755601,-117.1144349," 3650, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Atg Auto Tech Group,32.755601,-117.1144349," 3650, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
Matthews Guadalupe,32.703875,-117.0933639," 107, South 47th Street, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Brake Depot,32.75297219,-117.2033881," 3794, Rosecrans Street, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Armando,32.755597,-117.1138449," 3686, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",-1,-1
BD King Management Inc.,32.750565,-117.2072339," 3112, Midway Drive, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Ital Automotive,32.754431,-117.2039499," 3101, Moore Street, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Auto Repair & Service,32.726113,-117.2223499," Holiday Inn San Diego Bayside, 4875, North Harbor Drive, Old Town, San Diego, San Diego County, California, 92106, United States of America",-1,-1
Servicios Tijuana,32.749824,-117.1036809," 4230, University Avenue, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Carrera Auto Electric,32.710714,-117.0888989," 4902, Market Street, San Diego, San Diego County, California, 92102, United States of America",-1,-1
7 Star Auto Representative,32.750085,-117.1028689," 4019, Van Dyke Avenue, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
7 Star Auto Rep,32.751296,-117.1040779," 4095, 42nd Street, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Fire Line Motors,32.7407999,-117.1018906," 43rd Street, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
HERNANDES MOBILE AUTO REPAIR,32.7407999,-117.1018906," 43rd Street, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Mike's Foreign Auto Service,32.763143,-117.1191269," 3441, Adams Avenue, North Park, San Diego, San Diego County, California, 92116, United States of America",-1,-1
Dean's Mobil Foreign Auto Rpr,32.75853,-117.2090049," 3970, Hicock Street, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Dave's Quality Auto Service,32.754676,-117.1005009," 4357, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
San Diego Garage Repair,32.7215495,-117.2316473," 1105, Rosecrans Street, Old Town, San Diego, San Diego County, California, 92106, United States of America",-1,-1
Rosecrans 76,32.72144,-117.2321879," 1076, Rosecrans Street, San Diego, San Diego County, California, 92106, United States of America",-1,-1
Good Point Gasoline,32.72144,-117.2321879," 1076, Rosecrans Street, San Diego, San Diego County, California, 92106, United States of America",-1,-1
Lc Auto Repair,32.749042,-117.0925809," 3870, Euclid Avenue, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
American Tire & Brake,32.755055,-117.0973859," 4501, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Protech Auto Service,32.755536,-117.096664," 4548, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Floyd's Automotive Machine Service,32.75556413,-117.0952429," 4603, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
